#  X_0 = X0p615836; Z_0 = Z0p014164
#  Age    M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    J-K    H-K    V-K
#  age(Gyr)= 0.001
   1.2000 1.4584200  3.8959  1.1824  3.9531  1.762  0.062  0.147  0.097  0.195  0.097  0.013  0.417
   1.2000 1.4664560  3.8915  1.2067  3.9137  1.698  0.066  0.159  0.104  0.209  0.105  0.014  0.448
   1.2000 1.4741478  3.8871  1.2291  3.8757  1.640  0.068  0.172  0.112  0.225  0.113  0.015  0.481
   1.2000 1.4796969  3.8823  1.2451  3.8424  1.597  0.068  0.188  0.120  0.244  0.121  0.017  0.518
   1.2000 1.4837248  3.8775  1.2565  3.8127  1.568  0.068  0.205  0.130  0.262  0.131  0.018  0.556
   1.2000 1.4867780  3.8725  1.2648  3.7855  1.547  0.067  0.222  0.140  0.281  0.141  0.020  0.595
   1.2000 1.4891757  3.8676  1.2710  3.7602  1.532  0.064  0.239  0.150  0.299  0.151  0.021  0.634
   1.2000 1.4911218  3.8626  1.2756  3.7362  1.521  0.061  0.255  0.159  0.318  0.161  0.023  0.673
   1.2000 1.4927328  3.8576  1.2791  3.7132  1.514  0.058  0.271  0.169  0.336  0.171  0.024  0.710
   1.2000 1.4941007  3.8526  1.2815  3.6912  1.510  0.055  0.288  0.179  0.353  0.181  0.026  0.748
   1.2000 1.4952800  3.8476  1.2833  3.6698  1.508  0.051  0.304  0.188  0.371  0.190  0.027  0.786
   1.2000 1.4963180  3.8426  1.2843  3.6490  1.509  0.047  0.320  0.197  0.389  0.200  0.029  0.824
   1.2000 1.4972588  3.8376  1.2848  3.6288  1.512  0.043  0.337  0.207  0.408  0.210  0.030  0.863
   1.2000 1.4981338  3.8326  1.2848  3.6090  1.516  0.039  0.355  0.216  0.427  0.221  0.032  0.904
   1.2000 1.4989606  3.8276  1.2842  3.5899  1.522  0.036  0.374  0.226  0.446  0.233  0.034  0.946
   1.2000 1.4997524  3.8226  1.2830  3.5713  1.530  0.034  0.392  0.236  0.465  0.245  0.036  0.988
   1.2000 1.5005578  3.8176  1.2809  3.5536  1.541  0.033  0.412  0.246  0.485  0.256  0.039  1.031
   1.2000 1.5013480  3.8126  1.2779  3.5369  1.554  0.034  0.431  0.255  0.504  0.268  0.041  1.073
   1.2000 1.5021365  3.8076  1.2737  3.5214  1.571  0.036  0.451  0.264  0.523  0.281  0.043  1.116
   1.2000 1.5028808  3.8026  1.2682  3.5071  1.590  0.040  0.470  0.273  0.541  0.293  0.045  1.158
   1.2000 1.5036230  3.7977  1.2610  3.4948  1.615  0.047  0.491  0.282  0.560  0.306  0.047  1.201
   1.2000 1.5043109  3.7927  1.2524  3.4839  1.643  0.056  0.511  0.292  0.578  0.319  0.049  1.245
   1.2000 1.5049559  3.7878  1.2423  3.4745  1.675  0.068  0.532  0.301  0.595  0.332  0.051  1.288
   1.2000 1.5056100  3.7830  1.2296  3.4680  1.714  0.082  0.552  0.310  0.612  0.345  0.053  1.330
   1.2000 1.5062201  3.7782  1.2153  3.4633  1.758  0.099  0.573  0.319  0.629  0.358  0.056  1.373
   1.2000 1.5068173  3.7735  1.1987  3.4613  1.808  0.117  0.594  0.329  0.646  0.371  0.058  1.415
   1.2000 1.5073990  3.7688  1.1800  3.4616  1.863  0.138  0.615  0.339  0.663  0.383  0.060  1.457
   1.2000 1.5079596  3.7643  1.1598  3.4636  1.923  0.160  0.635  0.348  0.680  0.396  0.062  1.499
   1.2000 1.5085311  3.7598  1.1378  3.4678  1.988  0.184  0.655  0.358  0.695  0.408  0.063  1.540
   1.2000 1.5090949  3.7553  1.1155  3.4724  2.054  0.210  0.676  0.367  0.712  0.421  0.065  1.582
   1.2000 1.5097002  3.7508  1.0925  3.4777  2.121  0.240  0.697  0.376  0.728  0.433  0.067  1.623
   1.2000 1.5103461  3.7463  1.0708  3.4816  2.186  0.272  0.718  0.385  0.745  0.446  0.070  1.665
   1.2000 1.5110874  3.7417  1.0512  3.4830  2.247  0.306  0.740  0.396  0.763  0.459  0.071  1.710
   1.2000 1.5119981  3.7370  1.0362  3.4792  2.299  0.343  0.762  0.408  0.781  0.473  0.073  1.756
   1.2000 1.5131591  3.7320  1.0296  3.4663  2.331  0.384  0.785  0.419  0.800  0.488  0.075  1.805
   1.2000 1.5147942  3.7271  1.0367  3.4399  2.329  0.427  0.809  0.429  0.819  0.502  0.078  1.854
   1.2000 1.5168886  3.7227  1.0597  3.3998  2.286  0.468  0.831  0.439  0.837  0.516  0.080  1.898
   1.2000 1.5191975  3.7189  1.0930  3.3524  2.216  0.504  0.849  0.448  0.852  0.528  0.082  1.936
   1.2000 1.5216844  3.7159  1.1325  3.3013  2.128  0.534  0.865  0.455  0.864  0.538  0.083  1.968
   1.2000 1.5243040  3.7132  1.1746  3.2491  2.033  0.562  0.879  0.461  0.875  0.546  0.084  1.996
   1.2000 1.5269788  3.7107  1.2183  3.1964  1.934  0.587  0.891  0.466  0.885  0.554  0.085  2.022
   1.2000 1.5296397  3.7084  1.2625  3.1436  1.833  0.613  0.903  0.471  0.895  0.561  0.087  2.047
   1.2000 1.5322447  3.7061  1.3071  3.0907  1.731  0.638  0.915  0.476  0.904  0.569  0.088  2.071
   1.2000 1.5347184  3.7038  1.3513  3.0378  1.630  0.664  0.928  0.482  0.914  0.577  0.089  2.096
   1.2000 1.5370626  3.7015  1.3957  2.9849  1.529  0.689  0.940  0.487  0.923  0.585  0.090  2.121
   1.2000 1.5392253  3.6990  1.4393  2.9321  1.431  0.717  0.953  0.492  0.933  0.593  0.091  2.148
   1.2000 1.5412282  3.6966  1.4832  2.8791  1.332  0.745  0.966  0.498  0.944  0.601  0.092  2.174
   1.2000 1.5431488  3.6941  1.5265  2.8264  1.235  0.774  0.980  0.504  0.955  0.610  0.093  2.203
   1.2000 1.5449832  3.6916  1.5698  2.7736  1.139  0.804  0.993  0.510  0.967  0.618  0.095  2.231
   1.2000 1.5466760  3.6890  1.6124  2.7209  1.045  0.834  1.008  0.516  0.978  0.627  0.096  2.261
   1.2000 1.5482554  3.6864  1.6551  2.6683  0.951  0.865  1.022  0.522  0.990  0.636  0.098  2.291
   1.2000 1.5497118  3.6837  1.6972  2.6157  0.859  0.896  1.037  0.529  1.002  0.645  0.099  2.322
   1.2000 1.5510690  3.6810  1.7394  2.5632  0.767  0.927  1.051  0.536  1.014  0.655  0.101  2.353
   1.2000 1.5523271  3.6782  1.7812  2.5107  0.677  0.958  1.066  0.543  1.027  0.665  0.102  2.385
   1.2000 1.5534955  3.6755  1.8228  2.4583  0.588  0.989  1.081  0.550  1.041  0.675  0.104  2.419
   1.2000 1.5545919  3.6727  1.8643  2.4060  0.499  1.020  1.097  0.558  1.054  0.685  0.105  2.453
   1.2000 1.5556038  3.6698  1.9052  2.3538  0.413  1.051  1.113  0.566  1.069  0.695  0.107  2.489
   1.2000 1.5565600  3.6669  1.9465  2.3015  0.327  1.082  1.129  0.574  1.083  0.705  0.108  2.524
   1.2000 1.5574489  3.6640  1.9870  2.2495  0.243  1.113  1.145  0.582  1.097  0.716  0.110  2.560
   1.2000 1.5583218  3.6611  2.0278  2.1973  0.159  1.142  1.162  0.590  1.112  0.726  0.111  2.597
   1.2000 1.5592881  3.6581  2.0675  2.1457  0.079  1.173  1.179  0.599  1.128  0.737  0.114  2.636
   1.2000 1.5607080  3.6563  2.0992  2.1074  0.012  1.191  1.189  0.605  1.138  0.743  0.115  2.659
   1.2000 1.5615996  3.6533  2.1389  2.0558 -0.067  1.221  1.206  0.613  1.154  0.754  0.117  2.698
   1.2000 1.5622149  3.6503  2.1795  2.0037 -0.148  1.251  1.223  0.622  1.171  0.763  0.118  2.737
   1.2000 1.5627699  3.6474  2.2196  1.9517 -0.226  1.280  1.240  0.631  1.188  0.774  0.120  2.777
   1.2000 1.5633147  3.6444  2.2601  1.8996 -0.305  1.309  1.258  0.641  1.205  0.785  0.122  2.818
   1.2000 1.5638223  3.6415  2.3004  1.8476 -0.382  1.338  1.276  0.651  1.223  0.796  0.124  2.859
   1.2000 1.5642969  3.6385  2.3407  1.7956 -0.459  1.367  1.293  0.660  1.241  0.806  0.126  2.900
   1.2000 1.5647405  3.6355  2.3809  1.7436 -0.536  1.396  1.310  0.670  1.260  0.816  0.129  2.942
   1.2000 1.5651533  3.6325  2.4209  1.6917 -0.612  1.425  1.327  0.679  1.279  0.826  0.131  2.984
   1.2000 1.5655393  3.6295  2.4609  1.6398 -0.688  1.455  1.345  0.689  1.299  0.837  0.133  3.027
   1.2000 1.5658998  3.6265  2.5008  1.5879 -0.763  1.483  1.362  0.699  1.319  0.848  0.135  3.070
   1.2000 1.5662364  3.6234  2.5405  1.5361 -0.838  1.512  1.379  0.709  1.339  0.858  0.137  3.113
   1.2000 1.5665493  3.6203  2.5799  1.4844 -0.913  1.540  1.396  0.719  1.360  0.869  0.140  3.158
   1.2000 1.5668414  3.6172  2.6192  1.4329 -0.988  1.568  1.413  0.729  1.382  0.879  0.142  3.203
   1.2000 1.5671135  3.6141  2.6580  1.3815 -1.063  1.597  1.430  0.739  1.405  0.889  0.145  3.249
   1.2000 1.5673693  3.6109  2.6966  1.3302 -1.136  1.625  1.447  0.750  1.428  0.900  0.148  3.296
   1.2000 1.5676097  3.6077  2.7352  1.2789 -1.206  1.652  1.463  0.761  1.453  0.911  0.151  3.345
   1.2000 1.5678341  3.6045  2.7734  1.2279 -1.275  1.680  1.480  0.772  1.478  0.922  0.153  3.394
   1.2000 1.5680471  3.6013  2.8119  1.1767 -1.342  1.707  1.496  0.784  1.504  0.934  0.155  3.444
   1.2000 1.5682479  3.5981  2.8504  1.1254 -1.406  1.733  1.511  0.795  1.530  0.945  0.159  3.497
   1.2000 1.5684372  3.5949  2.8890  1.0742 -1.467  1.759  1.526  0.806  1.559  0.956  0.162  3.551
   1.2000 1.5686176  3.5918  2.9281  1.0227 -1.526  1.784  1.541  0.818  1.589  0.968  0.165  3.609
   1.2000 1.5687839  3.5886  2.9664  0.9715 -1.579  1.809  1.557  0.832  1.623  0.982  0.168  3.672
   1.2000 1.5689446  3.5855  3.0056  0.9199 -1.633  1.832  1.571  0.844  1.659  0.995  0.172  3.736
   1.2000 1.5690933  3.5823  3.0438  0.8688 -1.677  1.856  1.584  0.859  1.699  1.009  0.177  3.812
   1.2000 1.5692337  3.5790  3.0819  0.8179 -1.714  1.879  1.598  0.875  1.746  1.025  0.181  3.898
 
#  age(Gyr)= 1.400
   1.4000 0.1601224  3.5130 -2.4431  5.0875 12.970  1.118  1.585  1.124  2.590  0.892  0.229  4.769
   1.4000 0.1706601  3.5142 -2.3958  5.0727 12.834  1.120  1.583  1.120  2.576  0.893  0.228  4.750
   1.4000 0.1812571  3.5159 -2.3498  5.0595 12.694  1.120  1.579  1.114  2.555  0.893  0.226  4.722
   1.4000 0.1927098  3.5175 -2.3036  5.0464 12.554  1.121  1.575  1.108  2.532  0.893  0.224  4.691
   1.4000 0.2045311  3.5193 -2.2582  5.0340 12.414  1.122  1.571  1.102  2.510  0.894  0.223  4.659
   1.4000 0.2166293  3.5213 -2.2136  5.0225 12.272  1.123  1.566  1.095  2.485  0.894  0.221  4.625
   1.4000 0.2296388  3.5231 -2.1685  5.0101 12.131  1.125  1.562  1.089  2.464  0.893  0.219  4.595
   1.4000 0.2428726  3.5253 -2.1247  4.9993 11.988  1.128  1.557  1.082  2.437  0.893  0.216  4.556
   1.4000 0.2561298  3.5276 -2.0818  4.9888 11.843  1.132  1.551  1.073  2.407  0.893  0.214  4.514
   1.4000 0.2698708  3.5299 -2.0384  4.9771 11.697  1.137  1.546  1.066  2.378  0.892  0.211  4.473
   1.4000 0.2807122  3.5317 -1.9929  4.9559 11.555  1.143  1.542  1.059  2.354  0.893  0.209  4.441
   1.4000 0.2905735  3.5335 -1.9509  4.9360 11.421  1.150  1.539  1.053  2.330  0.892  0.208  4.409
   1.4000 0.3043075  3.5362 -1.9105  4.9267 11.276  1.156  1.532  1.044  2.295  0.891  0.205  4.359
   1.4000 0.3169263  3.5391 -1.8710  4.9164 11.131  1.164  1.524  1.034  2.259  0.890  0.201  4.305
   1.4000 0.3289375  3.5421 -1.8323  4.9057 10.982  1.173  1.516  1.023  2.220  0.889  0.198  4.247
   1.4000 0.3401333  3.5452 -1.7949  4.8954 10.831  1.182  1.506  1.011  2.174  0.887  0.194  4.181
   1.4000 0.3510666  3.5484 -1.7575  4.8843 10.682  1.192  1.497  1.000  2.131  0.885  0.190  4.117
   1.4000 0.3613330  3.5517 -1.7215  4.8741 10.539  1.203  1.488  0.988  2.090  0.883  0.186  4.056
   1.4000 0.3713866  3.5550 -1.6857  4.8636 10.405  1.213  1.480  0.978  2.054  0.882  0.183  4.004
   1.4000 0.3812153  3.5584 -1.6503  4.8530 10.272  1.224  1.472  0.969  2.020  0.880  0.180  3.953
   1.4000 0.3909521  3.5618 -1.6150  4.8422 10.136  1.235  1.464  0.957  1.983  0.878  0.177  3.897
   1.4000 0.4004220  3.5652 -1.5805  4.8319 10.001  1.247  1.455  0.945  1.944  0.875  0.173  3.839
   1.4000 0.4096008  3.5687 -1.5466  4.8219  9.863  1.258  1.445  0.932  1.903  0.872  0.170  3.778
   1.4000 0.4187868  3.5723 -1.5130  4.8121  9.726  1.270  1.435  0.918  1.862  0.868  0.166  3.716
   1.4000 0.4285735  3.5758 -1.4791  4.8025  9.589  1.280  1.425  0.903  1.822  0.863  0.163  3.655
   1.4000 0.4384128  3.5794 -1.4456  4.7930  9.456  1.288  1.414  0.889  1.783  0.858  0.159  3.596
   1.4000 0.4474197  3.5830 -1.4130  4.7838  9.326  1.294  1.403  0.875  1.744  0.853  0.156  3.538
   1.4000 0.4560268  3.5867 -1.3810  4.7749  9.203  1.299  1.391  0.861  1.707  0.847  0.153  3.481
   1.4000 0.4646358  3.5904 -1.3493  4.7661  9.087  1.301  1.380  0.847  1.673  0.841  0.150  3.428
   1.4000 0.4731974  3.5942 -1.3178  4.7575  8.980  1.301  1.369  0.834  1.641  0.835  0.147  3.378
   1.4000 0.4816819  3.5979 -1.2867  4.7492  8.877  1.299  1.357  0.822  1.610  0.829  0.145  3.329
   1.4000 0.4901392  3.6017 -1.2557  4.7409  8.778  1.296  1.345  0.810  1.580  0.823  0.143  3.283
   1.4000 0.4984251  3.6056 -1.2254  4.7332  8.684  1.291  1.334  0.799  1.553  0.817  0.140  3.239
   1.4000 0.5065081  3.6095 -1.1959  4.7263  8.592  1.284  1.323  0.787  1.526  0.811  0.138  3.197
   1.4000 0.5143677  3.6134 -1.1671  4.7200  8.503  1.276  1.311  0.777  1.501  0.805  0.135  3.156
   1.4000 0.5216347  3.6174 -1.1395  4.7146  8.416  1.268  1.300  0.767  1.477  0.799  0.133  3.116
   1.4000 0.5281028  3.6216 -1.1131  4.7100  8.330  1.259  1.288  0.756  1.453  0.792  0.131  3.077
   1.4000 0.5343817  3.6257 -1.0872  4.7059  8.244  1.248  1.276  0.746  1.429  0.786  0.129  3.037
   1.4000 0.5411905  3.6298 -1.0611  4.7018  8.155  1.235  1.263  0.735  1.404  0.779  0.127  2.995
   1.4000 0.5491530  3.6339 -1.0343  4.6977  8.062  1.220  1.249  0.724  1.379  0.771  0.125  2.952
   1.4000 0.5573741  3.6380 -1.0076  4.6939  7.966  1.201  1.233  0.711  1.350  0.763  0.123  2.903
   1.4000 0.5647511  3.6422 -0.9820  4.6906  7.870  1.180  1.216  0.698  1.320  0.753  0.120  2.852
   1.4000 0.5716922  3.6464 -0.9571  4.6878  7.775  1.155  1.197  0.684  1.290  0.743  0.118  2.799
   1.4000 0.5783594  3.6506 -0.9326  4.6853  7.681  1.128  1.178  0.670  1.260  0.731  0.115  2.745
   1.4000 0.5847105  3.6549 -0.9084  4.6829  7.590  1.099  1.158  0.656  1.231  0.720  0.113  2.691
   1.4000 0.5907423  3.6591 -0.8847  4.6807  7.500  1.068  1.137  0.642  1.201  0.708  0.110  2.638
   1.4000 0.5968631  3.6634 -0.8609  4.6784  7.411  1.035  1.117  0.629  1.172  0.697  0.108  2.585
   1.4000 0.6035089  3.6677 -0.8367  4.6760  7.322  1.000  1.096  0.616  1.144  0.684  0.105  2.532
   1.4000 0.6106865  3.6719 -0.8120  4.6733  7.232  0.963  1.075  0.603  1.118  0.671  0.103  2.481
   1.4000 0.6181110  3.6761 -0.7871  4.6705  7.143  0.925  1.055  0.590  1.092  0.658  0.101  2.430
   1.4000 0.6256070  3.6803 -0.7620  4.6674  7.054  0.886  1.034  0.577  1.066  0.645  0.099  2.379
   1.4000 0.6332635  3.6845 -0.7366  4.6640  6.966  0.845  1.013  0.565  1.042  0.631  0.097  2.329
   1.4000 0.6406840  3.6887 -0.7121  4.6614  6.881  0.803  0.992  0.552  1.017  0.618  0.095  2.279
   1.4000 0.6475823  3.6930 -0.6890  4.6603  6.800  0.759  0.970  0.540  0.994  0.604  0.092  2.229
   1.4000 0.6543743  3.6973 -0.6663  4.6595  6.722  0.715  0.949  0.528  0.971  0.589  0.090  2.178
   1.4000 0.6616822  3.7016 -0.6425  4.6575  6.641  0.671  0.928  0.516  0.948  0.576  0.088  2.130
   1.4000 0.6698302  3.7057 -0.6168  4.6538  6.558  0.630  0.908  0.504  0.928  0.562  0.086  2.084
   1.4000 0.6783866  3.7099 -0.5903  4.6492  6.473  0.591  0.888  0.493  0.908  0.550  0.084  2.039
   1.4000 0.6869383  3.7140 -0.5640  4.6448  6.390  0.552  0.868  0.482  0.888  0.537  0.083  1.995
   1.4000 0.6956432  3.7181 -0.5374  4.6402  6.308  0.515  0.848  0.472  0.869  0.524  0.081  1.952
   1.4000 0.7044731  3.7222 -0.5108  4.6354  6.226  0.480  0.830  0.461  0.851  0.512  0.079  1.910
   1.4000 0.7134328  3.7263 -0.4841  4.6305  6.145  0.446  0.812  0.451  0.834  0.500  0.077  1.869
   1.4000 0.7225841  3.7303 -0.4570  4.6253  6.064  0.414  0.794  0.441  0.816  0.489  0.075  1.829
   1.4000 0.7319480  3.7344 -0.4297  4.6197  5.982  0.382  0.776  0.431  0.800  0.478  0.074  1.790
   1.4000 0.7415046  3.7384 -0.4020  4.6138  5.901  0.353  0.758  0.422  0.784  0.467  0.072  1.752
   1.4000 0.7512612  3.7424 -0.3741  4.6076  5.821  0.326  0.741  0.413  0.768  0.456  0.071  1.714
   1.4000 0.7612440  3.7464 -0.3458  4.6010  5.740  0.301  0.723  0.404  0.753  0.445  0.069  1.677
   1.4000 0.7715384  3.7504 -0.3170  4.5938  5.658  0.278  0.707  0.395  0.739  0.434  0.067  1.642
   1.4000 0.7820881  3.7543 -0.2877  4.5861  5.576  0.256  0.691  0.386  0.724  0.424  0.065  1.606
   1.4000 0.7928632  3.7582 -0.2581  4.5780  5.493  0.235  0.675  0.378  0.710  0.413  0.064  1.572
   1.4000 0.8039237  3.7620 -0.2280  4.5694  5.410  0.215  0.659  0.370  0.696  0.403  0.062  1.538
   1.4000 0.8153065  3.7658 -0.1974  4.5601  5.326  0.197  0.644  0.362  0.682  0.394  0.061  1.505
   1.4000 0.8269598  3.7696 -0.1663  4.5503  5.242  0.180  0.628  0.354  0.669  0.385  0.060  1.473
   1.4000 0.8389126  3.7733 -0.1348  4.5399  5.157  0.164  0.613  0.346  0.656  0.376  0.058  1.441
   1.4000 0.8511033  3.7771 -0.1029  4.5291  5.071  0.150  0.598  0.339  0.643  0.366  0.057  1.410
   1.4000 0.8637556  3.7807 -0.0701  4.5172  4.984  0.137  0.583  0.332  0.630  0.357  0.055  1.379
   1.4000 0.8769308  3.7842 -0.0363  4.5041  4.894  0.125  0.569  0.325  0.618  0.348  0.054  1.349
   1.4000 0.8902771  3.7877 -0.0024  4.4908  4.804  0.113  0.555  0.318  0.605  0.339  0.053  1.320
   1.4000 0.9040111  3.7912  0.0322  4.4767  4.714  0.102  0.541  0.311  0.593  0.331  0.052  1.291
   1.4000 0.9181709  3.7946  0.0675  4.4617  4.621  0.093  0.527  0.305  0.582  0.323  0.050  1.263
   1.4000 0.9326616  3.7979  0.1032  4.4461  4.528  0.084  0.514  0.298  0.570  0.315  0.049  1.235
   1.4000 0.9474392  3.8012  0.1392  4.4301  4.435  0.076  0.500  0.292  0.559  0.307  0.048  1.208
   1.4000 0.9622784  3.8044  0.1760  4.4129  4.340  0.068  0.487  0.285  0.549  0.299  0.046  1.182
   1.4000 0.9776172  3.8075  0.2137  4.3946  4.244  0.059  0.474  0.279  0.538  0.291  0.045  1.156
   1.4000 0.9939749  3.8108  0.2505  4.3779  4.150  0.052  0.460  0.273  0.527  0.284  0.043  1.130
   1.4000 1.0099253  3.8142  0.2856  4.3633  4.059  0.049  0.448  0.266  0.514  0.276  0.042  1.102
   1.4000 1.0251954  3.8177  0.3192  4.3504  3.970  0.052  0.436  0.260  0.501  0.267  0.041  1.072
   1.4000 1.0406410  3.8213  0.3527  4.3377  3.880  0.057  0.424  0.253  0.488  0.259  0.039  1.042
   1.4000 1.0573260  3.8247  0.3879  4.3230  3.788  0.058  0.412  0.246  0.475  0.251  0.038  1.014
   1.4000 1.0753634  3.8278  0.4256  4.3050  3.690  0.058  0.400  0.240  0.464  0.244  0.036  0.988
   1.4000 1.0942506  3.8308  0.4641  4.2862  3.591  0.058  0.388  0.234  0.452  0.237  0.035  0.962
   1.4000 1.1140938  3.8339  0.5020  4.2683  3.493  0.058  0.376  0.227  0.440  0.229  0.034  0.936
   1.4000 1.1349126  3.8367  0.5420  4.2477  3.391  0.058  0.365  0.221  0.429  0.223  0.033  0.911
   1.4000 1.1573821  3.8391  0.5844  4.2235  3.282  0.058  0.355  0.216  0.419  0.217  0.032  0.890
   1.4000 1.1811896  3.8414  0.6275  4.1984  3.172  0.058  0.345  0.211  0.410  0.212  0.031  0.870
   1.4000 1.2066450  3.8434  0.6723  4.1707  3.058  0.058  0.337  0.206  0.402  0.208  0.030  0.852
   1.4000 1.2344644  3.8446  0.7195  4.1385  2.938  0.058  0.331  0.203  0.396  0.204  0.029  0.840
   1.4000 1.2633790  3.8450  0.7680  4.1015  2.815  0.058  0.328  0.202  0.394  0.203  0.029  0.835
   1.4000 1.2925366  3.8443  0.8162  4.0604  2.693  0.056  0.329  0.202  0.395  0.204  0.029  0.837
   1.4000 1.3217747  3.8436  0.8645  4.0191  2.572  0.055  0.330  0.203  0.396  0.204  0.029  0.840
   1.4000 1.3492955  3.8427  0.9124  3.9765  2.451  0.054  0.331  0.203  0.398  0.206  0.030  0.844
   1.4000 1.3673384  3.8453  0.9508  3.9544  2.352  0.055  0.321  0.198  0.388  0.200  0.029  0.822
   1.4000 1.3731958  3.8498  0.9704  3.9545  2.299  0.057  0.306  0.190  0.372  0.191  0.028  0.788
   1.4000 1.3759238  3.8545  0.9845  3.9601  2.262  0.060  0.291  0.181  0.356  0.182  0.026  0.752
   1.4000 1.3774650  3.8592  0.9960  3.9680  2.231  0.062  0.276  0.172  0.338  0.172  0.025  0.716
   1.4000 1.3784791  3.8640  1.0070  3.9765  2.202  0.065  0.260  0.163  0.320  0.163  0.023  0.680
   1.4000 1.3791790  3.8688  1.0176  3.9851  2.174  0.067  0.244  0.153  0.303  0.153  0.022  0.642
   1.4000 1.3796910  3.8735  1.0285  3.9935  2.145  0.068  0.227  0.143  0.285  0.143  0.020  0.603
   1.4000 1.3800795  3.8783  1.0399  4.0012  2.116  0.069  0.210  0.133  0.267  0.133  0.019  0.564
   1.4000 1.3803934  3.8830  1.0520  4.0082  2.086  0.069  0.193  0.123  0.248  0.123  0.017  0.524
   1.4000 1.3806814  3.8877  1.0649  4.0142  2.055  0.069  0.176  0.114  0.228  0.114  0.015  0.486
   1.4000 1.3812140  3.8849  1.0747  3.9931  2.029  0.069  0.185  0.119  0.239  0.119  0.016  0.508
   1.4000 1.3847378  3.8803  1.0924  3.9583  1.983  0.069  0.201  0.127  0.257  0.128  0.018  0.543
   1.4000 1.3932862  3.8762  1.1182  3.9186  1.917  0.068  0.214  0.135  0.272  0.136  0.019  0.575
   1.4000 1.4008266  3.8718  1.1404  3.8813  1.861  0.067  0.229  0.144  0.288  0.144  0.020  0.608
   1.4000 1.4062313  3.8672  1.1563  3.8485  1.822  0.065  0.244  0.153  0.304  0.153  0.022  0.644
   1.4000 1.4101680  3.8625  1.1678  3.8193  1.794  0.062  0.259  0.162  0.321  0.163  0.023  0.680
   1.4000 1.4131801  3.8576  1.1762  3.7926  1.774  0.059  0.274  0.171  0.338  0.172  0.025  0.716
   1.4000 1.4155821  3.8528  1.1825  3.7676  1.760  0.056  0.290  0.180  0.355  0.182  0.026  0.752
   1.4000 1.4175893  3.8479  1.1874  3.7438  1.751  0.052  0.305  0.189  0.372  0.191  0.028  0.788
   1.4000 1.4192959  3.8431  1.1912  3.7211  1.745  0.049  0.321  0.198  0.389  0.200  0.029  0.825
   1.4000 1.4208029  3.8382  1.1940  3.6993  1.741  0.045  0.337  0.207  0.407  0.210  0.030  0.863
   1.4000 1.4221535  3.8333  1.1960  3.6781  1.740  0.041  0.355  0.216  0.426  0.221  0.032  0.903
   1.4000 1.4234217  3.8284  1.1972  3.6577  1.741  0.038  0.373  0.225  0.445  0.232  0.034  0.943
   1.4000 1.4246240  3.8235  1.1977  3.6380  1.744  0.036  0.391  0.235  0.463  0.243  0.036  0.984
   1.4000 1.4257745  3.8186  1.1973  3.6193  1.750  0.035  0.410  0.245  0.482  0.255  0.038  1.025
   1.4000 1.4268915  3.8137  1.1958  3.6015  1.759  0.036  0.429  0.254  0.501  0.266  0.040  1.066
   1.4000 1.4279472  3.8089  1.1932  3.5850  1.772  0.038  0.448  0.263  0.519  0.278  0.042  1.108
   1.4000 1.4289457  3.8040  1.1891  3.5699  1.788  0.041  0.467  0.271  0.537  0.291  0.044  1.149
   1.4000 1.4298979  3.7991  1.1835  3.5563  1.807  0.048  0.486  0.280  0.555  0.303  0.047  1.191
